timestamp,distance
2024-08-04T03:19:36.912017399Z,8.517000198364258
2024-08-04T03:20:07.019915784Z,8.465999603271484
2024-08-04T03:20:37.126886823Z,8.517000198364258
2024-08-04T03:21:07.22352756Z,8.465999603271484
2024-08-04T03:21:37.31946368Z,8.482999801635742
2024-08-04T03:22:07.416089244Z,8.517000198364258
2024-08-04T03:23:37.669437581Z,8.465999603271484
2024-08-04T03:24:07.766853844Z,8.482999801635742
2024-08-04T03:24:37.863214792Z,8.465999603271484
2024-08-04T03:26:08.117687428Z,8.517000198364258
2024-08-04T03:27:08.293509671Z,8.465999603271484
2024-08-04T03:28:38.547169025Z,15.062000274658203
2024-08-04T03:29:08.645051801Z,15.079000473022461
2024-08-04T03:29:38.742539354Z,17.35700035095215
2024-08-04T03:30:38.920842138Z,22.388999938964844
2024-08-04T03:31:09.020856338Z,22.67799949645996
2024-08-04T03:31:39.118873882Z,22.711999893188477
2024-08-04T03:32:09.217696513Z,25.02400016784668
2024-08-04T03:32:39.320818524Z,25.891000747680664
2024-08-04T03:33:09.415004988Z,26.996000289916992
2024-08-04T03:33:39.51564069Z,28.423999786376953
2024-08-04T03:34:09.61178851Z,28.78100014
2024-08-04T03:34:39.709956762Z,27.573999404907227
2024-08-04T03:35:09.808893982Z,31.892000198364258
2024-08-04T03:35:39.980307332Z,1194.844970703125
2024-08-04T03:36:10.083242968Z,30.072999954223633
2024-08-04T03:36:40.258289812Z,1194.8790283203125
2024-08-04T03:37:10.360698838Z,25.551000595092773
2024-08-04T03:37:40.466856224Z,19.889999389648438
2024-08-04T03:38:10.566492514Z,18.937999725341797
2024-08-04T03:38:40.669335161Z,14.722000122070312
2024-08-04T03:39:10.775326243Z,13.68500042
2024-08-04T03:39:40.874783197Z,10.897000312805176
2024-08-04T03:40:10.976144702Z,10.557000160217285
2024-08-04T03:40:41.077502219Z,8.159999847
2024-08-04T03:41:11.180132112Z,6.2220001220703125
2024-08-04T03:41:41.285298938Z,5.303999900817871
2024-08-04T03:42:11.388441615Z,4.929999828338623
2024-08-04T03:43:11.579142591Z,11.934000015258789
2024-08-04T03:46:12.112326533Z,11.984999656677246
2024-08-04T03:46:42.213286817Z,11.934000015258789
2024-08-04T03:50:12.817920971Z,12.291000366210938
2024-08-04T03:50:42.924017982Z,12.630999565124512
2024-08-04T03:51:13.023146843Z,11.237000465393066
2024-08-04T03:51:43.132908211Z,12.664999961853027
2024-08-04T03:52:13.230987234Z,11.237000465393066
2024-08-04T03:52:43.330048215Z,12.324999809265137
2024-08-04T03:53:13.434138609Z,11.934000015258789
2024-08-04T03:55:13.779091471Z,11.984999656677246
2024-08-04T03:55:43.883620949Z,11.934000015258789
2024-08-04T03:56:13.987922002Z,12.291000366210938
2024-08-04T03:56:44.087742747Z,11.934000015258789
2024-08-04T03:57:14.189388462Z,11.984999656677246
2024-08-04T03:57:44.293947062Z,12.324999809265137
2024-08-04T03:58:14.391411649Z,11.934000015258789
2024-08-04T03:59:44.658858579Z,11.984999656677246
2024-08-04T04:00:14.76048549Z,11.934000015258789
2024-08-04T04:02:15.1129038Z,11.984999656677246
2024-08-04T04:02:45.213818292Z,11.934000015258789
2024-08-04T04:03:15.320752384Z,12.27400016784668
2024-08-04T04:03:45.424446737Z,11.934000015258789
2024-08-04T04:04:15.72616411Z,12.342000007629395
2024-08-04T04:04:45.624798184Z,11.934000015258789
2024-08-04T04:05:15.722659168Z,11.984999656677246
2024-08-04T04:05:45.822513634Z,11.934000015258789
2024-08-04T04:06:15.923512006Z,11.237000465393066
2024-08-04T04:07:16.110218563Z,12.291000366210938
2024-08-04T04:08:16.28691639Z,11.628000259399414
2024-08-04T04:08:46.390471346Z,11.934000015258789
